environment_id,query_id,x_00,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,intervention_action,reference_action,target_construct
EXT0,20,0.22871395377082623,0.05875658154834707,0.20041256082754424,-0.038136249459140036,0.020371730527002835,-0.010578054348485365,-0.05706677572617332,-0.056886887489387895,0.23468278447963278,-0.05674098793721004,-0.03584759372089426,0.036902445207306504,-0.30885838932112886,0.020725651029969344,-0.050895074527021245,-0.010855963806630882,0.3098153953010951,0.2233255352318813,-0.029517884345611197,-0.06855291655395618,3,2,5
EXT0,21,0.03651505402936109,0.16272596121165264,0.049311093942660346,0.010548308567186263,0.053926857663299924,-0.06120835255724212,0.029502958027621998,0.06353707211613362,-0.05642472426773438,-0.04508176972688532,-0.11731264681558584,-0.025588244848585313,0.31632172588739105,-0.09723290059442852,0.04864909885295737,0.09174699274584454,0.20925103623287275,0.015589375726039467,-0.022860739362122882,0.26402811158560996,1,2,13
EXT0,22,0.24112949011689128,-0.03077688534778109,0.014251818206603399,0.036616767822759244,-0.01742641453187306,0.005468762757116049,0.0026532674832796554,0.07488881545232767,0.06366505302779389,0.08872548579898235,0.024943269150803273,0.08999049248469229,0.0775153055065446,0.0893812044230694,0.025909351056929094,0.016481085056928885,-0.0818852074485719,0.08416634673395851,0.275686133336752,-0.01709748740898152,0,2,6
EXT0,23,0.15726147540360727,-0.0258163501992135,0.2580123078005256,0.014878799754537202,0.02770521384984457,-0.006555107302464221,0.26072409762779913,0.04426771047919016,-0.10648544077499318,-0.13192055144500675,0.010862406382709905,0.044394548936890155,-0.13705991584113555,-0.0009684859665427434,-0.012937043628802944,-0.12331699376390265,0.05923631389321153,-0.23652957347748335,-0.4381590325814198,0.48110192294486415,1,6,18
EXT0,24,0.3769546825845266,0.1643657172770904,-0.10387336740823574,0.06360441736624907,-0.010396578040714356,-0.05842110222181354,-0.07174437558944641,-0.21735170961852254,-0.05701940982662983,-0.08991571258733265,-0.15897900627564238,-0.16567774510830452,-0.20776900596974132,0.07726678864465733,-0.20747472778140533,0.22474011411109385,-0.032592784016442264,0.12825815176787347,-0.09705563517149476,-0.11165547625500369,7,0,9
EXT0,25,-0.024113894277405935,0.05605308872863805,0.035202585278883126,-0.010516046492499374,-0.07145031774869719,0.11551808916630622,0.07263301195405554,0.039240632925809885,0.3248604093775644,0.015523002692756695,0.007905557206871045,-0.13225924168237474,0.6467084283859463,-0.0018227240393257967,0.0897953972062952,0.07837409751629947,-0.13893242429996824,-0.020062100487448546,0.16942792346708718,0.1117757624115415,7,0,16
EXT0,26,0.32716249519958857,0.13280063078050244,0.044686463409677954,0.02451329517596856,0.05908666834647562,0.0029514604139716113,0.054397395643221734,-0.14247246902803984,-0.07194877246750309,0.2836206761382478,-0.025449489403336478,-0.09674237217602928,0.13193363215985776,0.055478096268248185,-0.19457200536928368,-0.029548137506656868,0.2425628148352046,-0.07221074870713767,-0.0038900350495764667,0.3030976360415095,7,4,13
EXT0,27,0.016084344718172827,0.16690181292375694,0.11441515886111321,0.010774574932705375,-0.08838705547593469,0.008639124967323423,-0.0341659012831773,-0.04186313860311857,0.08911377298251974,0.17760891022345704,-0.28887977609984844,0.16219824138543276,0.5406390107892303,0.13207730854618852,-0.00697377012936586,0.05600892349517756,-0.040591785576270564,0.268907688767018,0.4325770809329823,-0.0038995877433016255,0,4,6
EXT0,28,0.172538116524998,-0.050902695494348345,0.011791087703749453,0.16893775253298968,0.23285156154735728,-0.0057053953666766,0.010305598809322363,0.01705032969639043,-0.1152951862138621,-0.2730370881058934,0.09893157407494912,-0.12273603701178104,0.10955366439465906,0.18352380407723637,-0.18650969383286997,-0.017120703847193566,-0.01314126593421925,-0.06618426930885511,0.12867993466885214,0.457466002988615,3,1,10
EXT0,29,0.20010510741839158,-0.06864600698309989,0.1869871219675795,-0.06446922455437458,0.005653739876606295,-0.14552457628870297,-0.27668437777303995,-0.021828659038770612,0.1314704050721468,0.15299188967255842,0.16970254091434217,0.06082699763918084,-0.2287048578256318,-0.13480352965120831,0.14785745360288988,0.16599554483395718,-0.05017001919659135,-0.14239674860087367,0.14937383873477877,-0.17844452704298136,3,1,6
EXT0,30,0.44067203382494435,0.01741704211319598,0.140960550493285,0.13099400439489495,0.12579717915604594,-0.14263860906582831,-0.11828318555817886,0.1002836876354891,0.12388401294777866,-0.040060970124909064,0.13269638926479096,0.08868701322010429,0.18518222661205558,0.021480621124152593,-0.12376269857206956,-0.038443746950723376,0.08718151565800318,0.05748907180644297,-0.11583901144879392,-0.07841520936277739,5,3,18
EXT0,31,0.1405643139499568,0.46597544160786425,-0.027268748152670035,0.2438365467320736,0.02867130247980275,-0.14003981739675514,-0.0461803988287474,-0.15668516076886474,-0.06792178118379895,-0.15925170175285253,0.14720101867444088,0.08957942503447287,0.06844071793325565,0.1693437942637434,-0.09132213894010092,-0.12523615724402504,0.008898655121736146,0.12311374235322425,0.12742074488247646,0.2282662210409892,3,4,16
EXT0,32,0.24772876591618387,-0.043522968365885296,0.23961181402298612,-0.08924904782244708,0.14550285417785133,0.061607745611635005,-0.18959257694401152,-0.06658446252069475,0.06926041947588378,-0.008644450743369855,-0.32745075433276843,0.12808577191345133,0.04164873578902724,0.12523651836376076,0.13967083041521305,-0.1516085378985641,0.06053187571554469,0.16841320865363105,-0.10899970726778774,0.239016863546522,0,3,13
EXT0,33,0.09576482583741629,-0.031040632717280227,0.37258785936024436,-0.0015562315665644093,0.03129206136099867,-0.0828949019117296,-0.0074462351756078085,-0.02318146595573093,0.29680815194812366,-0.18473782103809366,0.2125001969387331,-0.10267436542470604,-0.027179523004561695,0.02860941636966667,-0.1502293496912805,-0.03610219828166113,0.15392337853349866,0.009187525622465876,0.24808239841755975,0.052460566505181085,2,1,1
EXT0,34,0.3323196766778809,-0.13952564271481202,-0.14283002493696895,-0.11228466473377492,-0.02504012543949375,0.05595374264135956,0.07849216557018747,0.14676542296127662,0.04900889748495437,-0.2324830961831997,0.07622150911299733,-0.17665944005791553,0.3303617486313163,-0.06349655188922418,0.024004059573304752,-0.004549197943110173,0.06364844759820332,0.06919185873037169,0.00888419302212276,0.298902289208068,2,4,8
EXT0,35,-0.09975466569081698,0.030457843242268322,-0.23248027303803623,0.12306331624068623,-0.08432329345019347,0.15914539868796368,0.07627945268096073,0.008013460191586616,-0.056493629789351095,-0.0739580816072375,-0.021648595224358313,-0.05557857270266543,0.038311618703949675,0.24362053730871766,0.048051225786622236,-0.05933167086517403,0.09579577425289428,-0.09340215941322512,-0.05544002193964769,0.4244295628226553,7,0,15
EXT0,36,-0.03237130109181558,-0.13375673116480985,0.25859649825494396,0.07844996745191345,-0.11566232322762605,0.04166549229977714,0.07969552387979105,0.008355290564354221,-0.19173671808098705,0.0015401766029284258,0.06777476474503077,-0.21358980043166778,0.2860577970516773,0.20466883064490773,-0.1703318318180646,-0.11121103137974961,0.18331390507682838,0.08185653136028058,0.3451978642655671,0.5625542601906431,4,1,0
EXT0,37,0.16372029041648498,0.0249947811054722,0.12655683722613045,0.0987920857061459,-0.007344096850339573,0.1350582915103264,-0.17386744160964998,0.01251069501983981,0.06509549523773936,0.15195405748465368,-0.09825679160100112,-0.14014317211083593,0.5889206386477519,-0.2887178961007332,-0.1360918766012399,0.15754085831125395,0.15925372499658702,0.3884232453776592,0.05608747224803213,-0.32377082612098346,3,2,13
EXT0,38,0.4134866945146812,-0.008982190751373879,0.12601563459540155,0.004052827978229273,-0.054223038550577134,0.26128975456078224,0.043925863186273645,0.004210262124701133,-0.0007917373609201394,0.06647004700280228,-0.04174145019840485,-0.017065029774001376,0.16285769927811655,0.10531319293360161,0.04743763318774002,-0.23638917897684666,0.021125561066980526,0.026146956319479962,0.1056805275228437,0.31157324953942556,4,5,2
EXT0,39,0.5510736342734964,0.12541959008904136,-0.11794100947366559,0.065950107569557,-0.057506807823986816,-0.09686872010534052,-0.08373163056460452,-0.08397443392337225,-0.0836072499641302,0.2796818846340035,-0.10551565928324053,0.10259524297697623,0.029507927622842097,-0.09221164378876043,0.03245147222249956,0.11478130864812805,0.2083041843128743,-0.4037918332296294,-0.08011655465225337,0.035106917448150095,3,4,16
EXT1,0,0.17075104996114443,-0.07760549662062877,0.07090036216054964,-0.006498709824704847,0.16702631315627656,0.27477726605173464,-0.301588960463053,-0.019830169455511665,-0.04358963942887542,0.09148531728405356,0.0412937454189487,0.2615253611012443,0.03348235500592548,0.32117040812395803,-0.08770820987114175,0.2461141458850733,0.06748179793168238,-0.14982601075867824,-0.18623166396190835,0.19847902855235178,2,7,11
EXT1,1,-0.03636236354765128,-0.2041974028227412,0.14374865110301657,0.6148051060210186,-0.2290067210610378,0.2724018845327322,0.13173557701070182,-0.0013648297113235735,0.12668955113513253,0.10502830382584932,-0.05396607988583017,0.06831694765603141,0.18501935701071762,0.2842723524072015,0.14093324650601485,0.048094956388350006,-0.030876762349779662,-0.07030857241176586,-0.04691280712055969,-0.0626933904123756,1,0,16
EXT1,2,-0.15344031508561273,0.3065520120405148,0.0935929126847719,0.20365378438313253,-0.26105546896858034,-0.04974394419169441,0.18288888250425145,0.08196408055740849,0.019400734228169916,-0.03633238388187563,0.06036736143486423,-0.2899963293323313,-0.12202277486070862,0.018770537826701683,-0.3940844549931809,-0.07593944007159864,-0.34065073414386876,0.6071716500520238,0.6272827647719792,-0.024709725154925633,3,4,10
EXT1,3,0.03730918726193055,-0.09922772378720554,0.03426410713133163,0.6398293938006786,0.12596217935989015,-0.11376578892572818,-0.25500617756673805,-0.06994589119227264,-0.26257891736894345,-0.11777537232806876,-0.021218880734708973,0.2674789956472103,0.3345357644448245,0.0353279842007094,-0.3383068797573843,0.402727545432042,0.09149813279449444,0.3891753175723924,0.04978053192428071,-0.0001182427468743812,1,5,5
EXT1,4,0.23978561522003997,-0.05319811168154158,-0.135385257352378,-0.00566084378559687,0.008826190836981674,0.11866787795355811,-0.034343691794551635,0.5551272406930696,0.27449121387468234,0.06385856227522649,0.013126092086751749,0.3550159437430029,0.09923620643459244,0.2800780667808993,0.02856201931446706,0.02274709216116573,-0.03706850249023455,0.24549552749009904,0.3719793385655272,0.2977493022504891,0,2,1
EXT1,5,0.17706038970713775,-0.23422854387288564,-0.1379093136462866,0.05735738975453208,0.10667861689413932,-0.15292842522087374,-0.17574474909643942,0.08885780339053694,-0.009536010489497513,0.010236101566692413,0.2775408206319302,0.4782429658912845,-0.21490566930864397,-0.1296602859404269,0.2486055611301382,0.1230410188978216,-0.07905573035678881,-0.04017803814921186,-0.059335900965914436,-0.4996042692750349,2,0,10
EXT1,6,0.24754257403995109,0.16380208622931558,-0.31488583993299785,0.2547340745153028,-0.04107373764036417,-0.02463678883211373,-0.324143519373414,-0.009989530492844553,0.05747551195585223,-0.11625859699532595,-0.05751019947670953,-0.008249735462657675,0.08868120118455383,0.6110372011568607,-0.26845053494218135,0.2638212756702551,-0.26498905778621223,-0.07362029545483269,-0.29064846671732614,0.49474750682011076,3,0,4
EXT1,7,0.0314016858693751,0.19976553830928892,0.03658444406773408,-0.040494889712617554,0.16988865190466104,0.2643555784623676,-0.15380542084190252,-0.2644746478538384,-0.33956186079711187,-0.0002891113048567983,0.03564657708752949,0.47589421983329633,-0.12549062702294383,0.0889041592103312,0.28354911915426434,-0.10937065735224215,0.3064693646963353,-0.28484104520062603,0.3367445448905426,-0.17738814506444525,6,7,9
EXT1,8,0.021811000007142235,0.10295897270232329,-0.18732184117327186,0.042210516393872584,0.2551840641201744,-0.1343684521726357,0.1540908810510268,0.22178200646034324,-0.16579149284253522,-0.1354807659060905,-0.09220302279688875,-0.09323641198409631,0.0632011285685897,0.1550334364091317,0.3958616026847603,-0.03656637186238657,-0.2686172030389386,0.03868775238980594,-0.008932338377314854,-0.02066458194611913,2,0,5
EXT1,9,0.4276845026927631,-0.093812460599187,0.048208178454339785,0.03183113134769155,0.24851141596435472,0.25137361250544227,-0.1171917382739419,0.07386899343518344,-0.08789011405571774,-0.10681943171955623,0.029780850781352206,0.28606172019712994,0.13930396748446436,-0.24190594278826083,0.05531778693030608,0.24369405675725297,-0.1170727833211703,-0.4820424881832442,-0.30415405671016765,-0.14122805980607933,4,0,1
EXT1,10,0.05139974583573049,-0.1169830347325585,0.0023145670592263664,0.07851976307960987,-0.3859397427400408,-0.04232491898922912,0.0252726622766557,0.2219759729861221,-0.10530652625439367,0.13492390537106697,-0.07598277737866303,0.28003813395824506,-0.09969382807639575,-0.07104911865797628,-0.2523848057288672,-0.3859504847345306,-0.0250960973351001,0.08556375634400944,0.41736571687110674,-0.17368883899791643,6,4,11
EXT1,11,-0.007962996813978083,-0.07579691909573304,-0.013625515228597231,0.08748639565933004,0.055747053976387226,0.21937403751530024,-0.06991467469946049,0.0003125566311823567,-0.16424432571514486,0.24371073382376976,0.046371762146013865,0.21610777994207192,0.11892495900579074,0.13639173569536572,0.32603137696983964,0.2156349677226464,0.1068920636668273,0.162196025822683,-0.1685097210863715,0.04135417103113797,6,1,17
EXT1,12,0.07514853391913208,-0.09674048949711603,0.24665863330307858,0.47179777446842897,0.14324785473415136,-0.10437678585048048,0.10881966073668178,0.04508679257485362,0.4568340444254514,-0.37967592206672035,0.2382060442738137,-0.01644099782048393,0.15909804724021662,-0.027262442670309636,-0.29138997966623936,0.2793962975804328,-0.08345124021079049,0.21450410306641393,0.45775934527249623,-0.00563467727387806,5,2,5
EXT1,13,0.2611543997989409,-0.11643232034124266,0.2109378575831978,-0.04679621682480512,-0.29028642377005665,-0.18352408492057892,-0.30311272470634915,-0.3824479062934615,-0.0011444841726659801,-0.12862537205175903,0.2808649121564608,0.0015581273471176492,0.07272917022082906,0.1065153268368223,-0.3015089863752344,-0.21743377841707398,0.10523549400464333,0.12747562735640733,0.3811124182810036,-0.10581315137722816,0,6,13
EXT1,14,0.06239286024318828,-0.08024155497605348,0.25351130318442716,0.6152301881057101,0.240769090916191,0.049009105277222034,-0.09481851725114479,0.06508653714582548,-0.2403725181897246,0.4355903489046049,0.2831932516102637,0.18212143999241884,0.19973115041182368,0.2682499521686084,0.13449228146607967,0.18408800892067723,-0.23128323597497163,-0.3093783220549202,0.059061182843950254,0.05082338699565334,0,4,3
EXT1,15,-0.24551124196016713,0.013913715871768647,0.1072302778603819,0.17012752312215973,-0.25747381002945763,-0.16672705622884557,0.018452034513340137,-0.07955996706804605,0.48504775499527814,-0.05476897074488593,-0.0016028283529852336,0.1653146762913156,-0.02168173434585679,0.34776935919950736,-0.2232205224269173,0.11683170308480399,0.3609614841717245,0.22544146214951644,0.38503099485195214,0.2159791744401214,2,3,6
EXT1,16,0.31228444129419725,-0.028827066119750167,-0.06855711252615136,0.34920138876770723,0.2329199523851911,-0.010068517863001858,-0.2822727632178553,0.15090026890873592,-0.42844146709188097,-0.13591435653631379,-0.00564690400011101,-0.05455933749773401,-0.2590767557587538,0.06159237284293384,0.020900285699178223,0.29666149878390646,0.009573108854829666,-0.5820934823440992,-0.044809556991730407,0.09896112361712044,0,7,13
EXT1,17,0.3112937871006382,-0.021671655999360575,-0.08894829020218825,0.21435683107647074,0.3284152766029223,0.46655866491445347,-0.3062229170047553,0.0027335418874575223,-0.22065233075209964,0.011264091776334105,0.021721036284780466,0.18771837359178256,-0.20780748107360225,0.026434008342423713,0.044256995573561844,-0.14511719450531319,-0.05009989502436731,-0.34541052766479746,0.2017319010427943,0.3716334980463468,1,2,16
EXT1,18,0.17644016104289162,-0.16896695691665634,-0.3378608446188406,0.12370475173393866,0.12537420938445204,-0.3710438324956495,0.06949110467037839,-0.014383497492766458,0.10314857923486903,-0.268938532984339,0.4153780869263265,-0.02546717553626487,-0.2311489355537542,0.5709558786136144,0.0015008094201635043,-0.07158381656516592,-0.1581877822872763,-0.29809814741633034,0.4049165060585207,0.1349393810281473,2,6,0
EXT1,19,0.06851541988063803,-0.0028424504142135704,0.1863039197937491,-0.23737057660529334,0.09892027880410054,-0.0966422969971731,-0.40743268353214235,-0.15323486521546925,0.14065926121177177,-0.1986368332096961,0.13290590136759306,0.08406611069055545,0.12727448229361532,0.30021859638048287,-0.3079404911834193,-0.41973473389558813,-0.13301712299514934,0.03024628450746104,-0.08394770766204172,0.07084207519582977,0,5,2
EXT1,20,0.17070836749723178,0.09282997694391025,-0.3384676951774289,0.13083680640772877,0.05159837396718881,0.12612624412977627,0.10930845157648397,0.04344856167047251,-0.24460518345989407,0.03064245344296293,0.17689228020569403,0.4070586436143152,-0.3606341962557981,0.3185324243791668,0.10812031286688376,-0.25885810433463313,0.22210648298861482,-0.4089424410706645,0.24381831637419987,-0.27570826101128454,7,2,15
EXT1,21,0.005974142929739178,0.06282103304709385,0.003712644659363568,0.1397048171945964,-0.06223347414476044,0.1392408383953156,-0.06131879494384711,0.011615493943136764,0.11965729615838495,-0.12638794497213673,0.00023097923619876524,0.6216971671792036,0.05858182798675742,0.3439792989327987,0.19764706572187157,0.15352492039258359,0.06096789977301684,0.3765175169957564,0.5973225861173549,0.05846131441350552,2,0,14
EXT1,22,0.035874975155853014,-0.04917432165289877,-0.006999911010919802,0.035241992510375894,-0.04641534775374723,0.12646645736446058,-0.10005260203227165,-0.12591561314653343,-0.17691760079705937,0.06464263567702254,0.08012176051987,-0.028249832483431464,0.17860540460647167,0.07078429799341847,0.1595981116258357,-0.2745027770039712,-0.17732020589692746,0.3515495495533712,0.3060420384647585,0.2473317543179391,0,7,10
EXT1,23,-0.24795240374256688,8.772304825560081e-05,0.09323529839138006,0.4602053033123723,-0.09038428734190784,-0.08193881366886352,-0.29441594423232975,-0.12316292813890174,0.38363131227512043,0.09728871797316567,-0.023966386618636017,-0.45742851652837324,0.04167378296554375,0.10599046464246309,0.24786817730924765,0.004931670324599187,-0.016779501981596976,0.635066951157492,-0.023414618569845676,-0.06033413826497978,4,6,19
EXT1,24,0.011655544271370215,0.12736205986842003,-0.2341421919136489,0.5707409005739557,0.5962111574357473,0.35762771705237434,-0.1383954486200204,-0.048091518430940526,-0.25379761228245235,0.03586694310759566,-0.18074915763202626,0.18791538281307074,-0.110892564130592,0.189803417491696,-0.3060682153824508,0.11648680615937455,0.17553066023615368,-0.27799905327689023,0.020753225510746983,0.40076005580460616,7,4,18
EXT1,25,-0.08853215741923678,-0.14182295945385043,-0.15704645861232347,0.3438764602553714,0.06367717276393842,0.2905405698382624,-0.35338450782103803,0.2131204827811884,0.435167800227689,-0.15464342065883724,-0.1466683918156257,0.06146575962213342,-0.08459408039874829,-0.22099748461263766,-0.02676487385800909,0.0706552225101014,-0.2572646393188431,0.38882416870032965,0.17220678376922424,-0.28730415481526317,5,0,14
EXT1,26,0.28293999797462327,0.009602714725693708,-0.07276386682872857,-0.0038421025568718633,0.1608795594661894,-0.08634576941323871,-0.20183282633128163,0.17167735712409807,0.06999545329257835,-0.004891338840368902,-0.062368939401719455,0.4218122740202847,-0.1861283715828857,-0.10657093961287911,-0.04140940993488364,0.30468176229355376,0.18095417230562025,-0.005396369726338644,0.09000050883866088,0.31520659632492626,2,5,12
EXT1,27,0.24208961814869134,0.10096776185437181,-0.1009898997601999,0.35474604699232015,0.18504882831783823,0.07232581234450036,-0.18931474849439767,-0.23661659663571744,-0.06580421196875043,0.19889366146720397,-0.08029049317611348,-0.07598858322492574,-0.005992793787807632,-0.26603019611936185,0.09968225032012669,0.25934881109245134,-0.19808832645552565,0.10800747565574263,-0.24362522744784387,-0.1192536467401634,1,5,19
