environment_id,query_id,tau_gt,paired_diff_sd,mc_se,running_tau_100,running_tau_250,running_tau_500,split_half_tau_first_250,split_half_tau_second_250
EXT1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,5,-0.10371915984535962,0.01291080474652696,0.0005773887411492244,-0.10196910254827754,-0.10385065395659399,-0.10371915984535962,-0.10385065395659399,-0.10358766573412527
EXT1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,10,-0.15868208368399536,0.01971703130338025,0.0008817724461769904,-0.15902709750958677,-0.15892686274889764,-0.15868208368399536,-0.15892686274889764,-0.15843730461909306
EXT1,11,-0.1758154872395684,0.021417091735532624,0.0009578014600199979,-0.17755825883342832,-0.17487977832399626,-0.1758154872395684,-0.17487977832399626,-0.1767511961551406
EXT1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,22,0.10951203367038355,0.010527958600990784,0.00047082462192237954,0.10968413620436801,0.10871627982064089,0.10951203367038355,0.10871627982064089,0.1103077875201262
EXT1,23,-0.07315612222610901,0.00670804277705394,0.0002999927929093815,-0.07280202887086809,-0.07315068230981041,-0.07315612222610901,-0.07315068230981041,-0.07316156214240761
EXT1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,31,0.17052201105254425,0.018859027759165214,0.0008434013611809789,0.17068444942453267,0.16961274850686425,0.17052201105254425,0.16961274850686425,0.17143127359822427
EXT1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,0,0.03398856567160589,0.005645890372446408,0.00025249189332603546,0.033880950141630665,0.03422402653436981,0.03398856567160589,0.03422402653436981,0.033753104808841985
EXT2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,2,-0.15376278349060313,0.02419694701744156,0.0010821203675792023,-0.15014211732824823,-0.15279035867891555,-0.15376278349060313,-0.15279035867891555,-0.15473520830229073
EXT2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,7,0.15949565055341686,0.04185478685153432,0.0018718029716759026,0.1556625699356879,0.1595198470053676,0.15949565055341686,0.1595198470053676,0.15947145410146615
EXT2,8,-0.08320473609898514,0.022052001544444155,0.0009861954898661496,-0.08472676621335379,-0.08345541870254883,-0.08320473609898514,-0.08345541870254883,-0.08295405349542144
EXT2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,10,-0.12750182425719017,0.021709166813339415,0.0009708634545901884,-0.12733791722388266,-0.12696374584986686,-0.12750182425719017,-0.12696374584986686,-0.12803990266451348
EXT2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,13,-0.1085450434501277,0.02877430483816492,0.0012868260324687569,-0.1090569971452744,-0.10880016986439074,-0.1085450434501277,-0.10880016986439074,-0.10828991703586467
EXT2,14,-0.07376686033609073,0.016459227909664215,0.000736079049263419,-0.07509002672577374,-0.07398615108817613,-0.07376686033609073,-0.07398615108817613,-0.07354756958400534
EXT2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,17,0.08462576582558222,0.015658266705720167,0.0007002589752762397,0.08571099856606276,0.08466450240320746,0.08462576582558222,0.08466450240320746,0.084587029247957
EXT2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,20,0.16574614878887292,0.035346145531705994,0.001580727683029901,0.1676688956957664,0.1665715573650819,0.16574614878887292,0.1665715573650819,0.16492074021266392
EXT2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,24,0.08491164004077087,0.016289998579102852,0.0007285108835249792,0.08481059421172539,0.08512103161817004,0.08491164004077087,0.08512103161817004,0.08470224846337172
EXT2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,28,-0.11500551155649592,0.01822618580109896,0.0008150998084359746,-0.1151732988746563,-0.11564138440896429,-0.11500551155649592,-0.11564138440896429,-0.11436963870402754
EXT2,29,-0.05268238077983823,0.011652416733701557,0.0005211119183742549,-0.05229993764024868,-0.052046942444024955,-0.05268238077983823,-0.052046942444024955,-0.053317819115651505
EXT2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,33,-0.07427660748948815,0.009091366978638203,0.000406578291452638,-0.07532742901370532,-0.07448953040150105,-0.07427660748948815,-0.07448953040150105,-0.07406368457747524
EXT2,34,0.03389678143587756,0.0058883872555645774,0.00026333668362571645,0.03350539331982803,0.03364175636162802,0.03389678143587756,0.03364175636162802,0.03415180651012709
EXT2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,36,-0.1574783418783669,0.022361050058560497,0.0010000165595843383,-0.15983554488473958,-0.15876012996571617,-0.1574783418783669,-0.15876012996571617,-0.15619655379101766
EXT2,37,0.17524195589658573,0.03070161217346107,0.0013730178367738803,0.17662788092109097,0.17486163826086773,0.17524195589658573,0.17486163826086773,0.17562227353230372
EXT2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,39,0.11204610706707066,0.03172988287732117,0.001419003500635935,0.11531534246343439,0.11186282513637143,0.11204610706707066,0.11186282513637143,0.11222938899776988
EXT3,0,0.10497344226060411,0.006500230527212906,0.0002906991465653471,0.10541207789062473,0.10492280785085052,0.10497344226060411,0.10492280785085052,0.10502407667035767
EXT3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,22,-0.10002340441854535,0.0040300083292764575,0.00018022745148305028,-0.10024641168502083,-0.10027079482260363,-0.10002340441854535,-0.10027079482260363,-0.09977601401448706
EXT3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,32,-0.17213426039823174,0.01027136491298365,0.0004593494033427531,-0.17204679283443916,-0.17168666457558424,-0.17213426039823174,-0.17168666457558424,-0.17258185622087924
EXT3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,0,-0.134426240585697,0.021263313820532245,0.0009509243025924172,-0.13361717293853956,-0.1343115609311158,-0.134426240585697,-0.1343115609311158,-0.13454092024027822
EXT4,1,-0.16647172821875147,0.022135936947438147,0.0009899491952024178,-0.1665647821608581,-0.16632695710922624,-0.16647172821875147,-0.16632695710922624,-0.16661649932827674
EXT4,2,-0.12608296661362295,0.020692084747677485,0.0009253781618398688,-0.12563061472342768,-0.12585351870388523,-0.12608296661362295,-0.12585351870388523,-0.12631241452336064
EXT4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,5,-0.12758877980117447,0.021025329430605106,0.0009402813171231993,-0.12823485688555514,-0.127920774523844,-0.12758877980117447,-0.127920774523844,-0.12725678507850494
EXT4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,10,-0.08951558153545842,0.013096965920261279,0.0005857141219340462,-0.0899498433895791,-0.0890833953288799,-0.08951558153545842,-0.0890833953288799,-0.08994776774203694
EXT4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,31,-0.1286806264239038,0.01758537381360649,0.0007864418251393765,-0.12984418734676173,-0.12858430377967067,-0.1286806264239038,-0.12858430377967067,-0.12877694906813691
EXT4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,35,0.026759670369570634,0.0036648512580695443,0.0001638971308093825,0.026899094136868102,0.026814627759090298,0.026759670369570634,0.026814627759090298,0.026704712980050966
EXT4,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT4,38,0.10593609146059955,0.017342985625217088,0.000775601895815742,0.10690984775085323,0.10682263567321645,0.10593609146059955,0.10682263567321645,0.10504954724798263
EXT4,39,-0.18306532005959236,0.03410418893414901,0.0015251856954850657,-0.18494449938873117,-0.18304407044508755,-0.18306532005959236,-0.18304407044508755,-0.18308656967409717
EXT5,0,0.09897864302371608,0.012010211708325232,0.0005371129960795818,0.09846021969832287,0.09928195536510111,0.09897864302371608,0.09928195536510111,0.09867533068233102
EXT5,1,0.09447820325716322,0.01323306602940206,0.0005918007038497248,0.09582461565193112,0.09495997062603594,0.09447820325716322,0.09495997062603594,0.09399643588829047
EXT5,2,0.10789216851375606,0.012541888799259658,0.0005608903184277561,0.10842440873924898,0.10865812133798473,0.10789216851375606,0.10865812133798473,0.10712621568952736
EXT5,3,-0.10073065779945257,0.01021175307804303,0.00045668348103893855,-0.10087779454387256,-0.1010456833086601,-0.10073065779945257,-0.1010456833086601,-0.10041563229024504
EXT5,4,-0.12236501738691541,0.011727246263031418,0.0005244583966603725,-0.12009081364107559,-0.12147542061990291,-0.12236501738691541,-0.12147542061990291,-0.12325461415392792
EXT5,5,-0.1145223486476558,0.008597253751912668,0.00038448087618183675,-0.11356507617220611,-0.11442241015039412,-0.1145223486476558,-0.11442241015039412,-0.1146222871449175
EXT5,6,0.1076603807358017,0.012477526050101159,0.0005580119287810127,0.1074783180725232,0.10796901802904289,0.1076603807358017,0.10796901802904289,0.10735174344256049
EXT5,7,-0.09683764644732992,0.013419170157983423,0.0006001235334977505,-0.09633131416428535,-0.09723087989902018,-0.09683764644732992,-0.09723087989902018,-0.09644441299563965
EXT5,8,-0.09108531556106236,0.008626914484896655,0.00038580734448613005,-0.09118383019076931,-0.09062095721332639,-0.09108531556106236,-0.09062095721332639,-0.09154967390879833
EXT5,9,-0.16518656920933408,0.015786491907173242,0.0007059933806137933,-0.162033085127182,-0.16465592683782143,-0.16518656920933408,-0.16465592683782143,-0.16571721158084673
EXT5,10,-0.07373585284006208,0.0074084736472481046,0.0003313170136952512,-0.07375526218892345,-0.07350039043639381,-0.07373585284006208,-0.07350039043639381,-0.07397131524373037
EXT5,11,0.11167220719688448,0.018655868274022876,0.0008343157927999365,0.1104592030217121,0.11012824385371417,0.11167220719688448,0.11012824385371417,0.11321617054005477
EXT5,12,-0.05145149725210382,0.009282092161562294,0.000415107780933425,-0.051039906843104915,-0.05229241753391331,-0.05145149725210382,-0.05229241753391331,-0.05061057697029434
EXT5,13,-0.0752107226997093,0.005937613302559107,0.00026553813937258374,-0.07463514771576243,-0.07501651153383634,-0.0752107226997093,-0.07501651153383634,-0.07540493386558227
EXT5,14,0.09441119571966902,0.01447212249154209,0.0006472129933958348,0.09374755213146256,0.09454877106670585,0.09441119571966902,0.09454877106670585,0.09427362037263218
EXT5,15,0.11242750762910612,0.012273605027283828,0.000548892303399796,0.11037571374080012,0.11214820687848438,0.11242750762910612,0.11214820687848438,0.11270680837972788
EXT5,16,-0.10805971762146932,0.01169690844992315,0.0005231016484123971,-0.10823339489899375,-0.10840941265639222,-0.10805971762146932,-0.10840941265639222,-0.10771002258654641
EXT5,17,-0.07100334814781324,0.008026415844499372,0.0003589522288796395,-0.07157241774877,-0.07107546629688025,-0.07100334814781324,-0.07107546629688025,-0.07093122999874624
EXT5,18,0.11504570642918133,0.007814379776750252,0.0003494696876562639,0.11582673741771442,0.11532735714519056,0.11504570642918133,0.11532735714519056,0.11476405571317207
EXT5,19,-0.0712895324874828,0.007921624512207388,0.00035426581803048665,-0.07004616131497758,-0.07125594395295318,-0.0712895324874828,-0.07125594395295318,-0.07132312102201245
EXT5,20,0.10737981305672409,0.012251506257111326,0.0005479040163532988,0.10754730366529289,0.10783112534199644,0.10737981305672409,0.10783112534199644,0.10692850077145172
EXT5,21,0.11737943588429302,0.015198540098875385,0.0006796993763968347,0.11611452870158442,0.1183039087316725,0.11737943588429302,0.1183039087316725,0.11645496303691352
EXT5,22,-0.12805876449750525,0.013995210532610422,0.0006258848422067588,-0.12638636819413346,-0.12808712857783963,-0.12805876449750525,-0.12808712857783963,-0.12803040041717087
EXT5,23,0.10744649095148927,0.01270475812744344,0.0005681740562131293,0.10784229535514994,0.10727585593517285,0.10744649095148927,0.10727585593517285,0.10761712596780569
EXT5,24,-0.09522827390758039,0.011522670193011906,0.0005153094766777048,-0.09482918374105259,-0.09483577316119741,-0.09522827390758039,-0.09483577316119741,-0.09562077465396335
EXT5,25,-0.13156664631275758,0.00968482209226104,0.0004331184109657485,-0.13170231639736735,-0.13103922213355754,-0.13156664631275758,-0.13103922213355754,-0.1320940704919576
EXT5,26,-0.11423075463806583,0.008789308492191871,0.0003930698252751441,-0.11504047744614533,-0.11457963023070741,-0.11423075463806583,-0.11457963023070741,-0.11388187904542425
EXT5,27,0.20100689924228618,0.0239178550048402,0.0010696389933361249,0.20686487520488467,0.20301761770342067,0.20100689924228618,0.20301761770342067,0.19899618078115172
EXT5,28,-0.1580513157943972,0.012421974295034192,0.0005555275787690297,-0.15901844013025973,-0.1581635038395861,-0.1580513157943972,-0.1581635038395861,-0.15793912774920837
EXT5,29,-0.1179330546773158,0.013808349249929243,0.0006175281515980004,-0.116389452299584,-0.11815359893533395,-0.1179330546773158,-0.11815359893533395,-0.11771251041929767
EXT5,30,0.10869253959555827,0.012552145281083019,0.0005613490022390967,0.10801845377586992,0.10873377200297633,0.10869253959555827,0.10873377200297633,0.10865130718814021
EXT5,31,-0.11189274294219628,0.010249718535202608,0.000458381347899052,-0.1117633102768957,-0.11169535873870835,-0.11189274294219628,-0.11169535873870835,-0.11209012714568423
EXT5,32,0.09849013636129572,0.01779975550261583,0.0007960292657344986,0.09816501650002714,0.09765069689384717,0.09849013636129572,0.09765069689384717,0.0993295758287443
EXT5,33,0.07459264617687374,0.007145776827182326,0.00031956885475244894,0.07482685981663328,0.07461161295782076,0.07459264617687374,0.07461161295782076,0.07457367939592673
EXT5,34,-0.0742009904646885,0.0078048234094393815,0.0003490423139177626,-0.0738582435299409,-0.07396973631870143,-0.0742009904646885,-0.07396973631870143,-0.07443224461067556
EXT5,35,0.10215118888460813,0.01002802629636288,0.000448466969576457,0.10328303230744602,0.10186599005201426,0.10215118888460813,0.10186599005201426,0.10243638771720201
EXT5,36,-0.11167636684470718,0.011615632494993795,0.0005194668772092322,-0.11163477917376376,-0.11136598188391622,-0.11167636684470718,-0.11136598188391622,-0.11198675180549811
EXT5,37,-0.11408648931638461,0.008793754668358768,0.0003932686643181265,-0.11519620957618326,-0.11386195040232948,-0.11408648931638461,-0.11386195040232948,-0.11431102823043976
EXT5,38,-0.07143047568084214,0.008023566555280338,0.0003588248047920132,-0.07304741961858213,-0.0720329270519194,-0.07143047568084214,-0.0720329270519194,-0.07082802430976486
EXT5,39,-0.10711959517656289,0.011959822792749177,0.0005348595352687708,-0.10841314846470824,-0.10756452249814685,-0.10711959517656289,-0.10756452249814685,-0.10667466785497891
